order_id,customer_id,product_id,quantity,unit_price,discount_pct,total_amount,status,order_date,updated_at
763,39,93,1,127.01,0,127.01,completed,2026-06-20T21:31:01.208332,2026-06-20T21:31:01.208332
764,234,38,3,42.0,5,119.7,completed,2026-03-04T17:10:01.208332,2026-03-04T17:10:01.208332
765,417,23,1,210.09,20,168.07,completed,2026-04-17T11:52:01.208332,2026-04-17T11:52:01.208332
766,411,87,3,203.97,5,581.31,completed,2026-07-08T01:05:01.208332,2026-07-08T01:05:01.208332
767,49,98,1,165.02,0,165.02,completed,2026-07-28T16:48:01.208332,2026-07-28T16:48:01.208332
768,340,83,2,213.9,0,427.8,shipped,2026-04-29T16:25:01.208332,2026-04-29T16:25:01.208332
769,490,80,3,203.33,15,518.49,completed,2026-03-12T12:28:01.208332,2026-03-12T12:28:01.208332
770,418,44,2,75.9,0,151.8,shipped,2026-05-07T13:23:01.208332,2026-05-07T13:23:01.208332
771,493,59,3,152.05,20,364.92,cancelled,2026-05-04T19:35:01.208332,2026-05-04T19:35:01.208332
772,436,62,4,88.56,15,301.1,completed,2026-08-03T21:54:01.208332,2026-08-03T21:54:01.208332
773,58,17,1,85.34,20,68.27,completed,2026-03-24T14:46:01.208332,2026-03-24T14:46:01.208332
774,214,76,4,172.56,20,552.19,cancelled,2026-06-07T04:07:01.208332,2026-06-07T04:07:01.208332
775,225,24,5,60.44,5,287.09,completed,2026-07-15T10:35:01.208332,2026-07-15T10:35:01.208332
776,314,4,2,15.68,5,29.79,shipped,2026-08-10T03:38:01.208332,2026-08-10T03:38:01.208332
777,58,53,4,81.67,0,326.68,completed,2026-03-07T03:05:01.208332,2026-03-07T03:05:01.208332
778,336,41,1,117.02,15,99.47,cancelled,2026-07-31T16:10:01.208332,2026-07-31T16:10:01.208332
779,269,99,5,200.3,15,851.27,completed,2026-06-06T10:56:01.208332,2026-06-06T10:56:01.208332
780,490,86,3,186.11,10,502.5,cancelled,2026-05-29T19:50:01.208332,2026-05-29T19:50:01.208332
781,359,80,1,203.33,5,193.16,cancelled,2026-06-24T01:26:01.208332,2026-06-24T01:26:01.208332
782,128,62,3,88.56,15,225.83,cancelled,2026-06-26T17:08:01.208332,2026-06-26T17:08:01.208332
783,198,20,5,40.55,10,182.47,completed,2026-03-05T12:46:01.208332,2026-03-05T12:46:01.208332
784,330,21,5,172.56,20,690.24,shipped,2026-05-20T00:43:01.208332,2026-05-20T00:43:01.208332
785,446,22,1,146.59,20,117.27,completed,2026-05-24T02:24:01.208332,2026-05-24T02:24:01.208332
786,124,43,3,193.8,0,581.4,completed,2026-05-26T21:10:01.208332,2026-05-26T21:10:01.208332
787,282,83,4,213.9,5,812.82,completed,2026-07-22T08:20:01.208332,2026-07-22T08:20:01.208332
788,41,59,4,152.05,20,486.56,shipped,2026-06-07T21:59:01.208332,2026-06-07T21:59:01.208332
789,46,64,4,190.48,0,761.92,shipped,2026-03-17T05:00:01.208332,2026-03-17T05:00:01.208332
790,382,84,1,114.05,0,114.05,shipped,2026-05-08T01:01:01.208332,2026-05-08T01:01:01.208332
791,19,72,5,194.06,0,970.3,completed,2026-07-23T22:49:01.208332,2026-07-23T22:49:01.208332
792,406,78,5,152.1,15,646.42,processing,2026-04-20T01:10:01.208332,2026-04-20T01:10:01.208332
793,288,27,4,78.11,0,312.44,completed,2026-04-30T17:50:01.208332,2026-04-30T17:50:01.208332
794,419,29,4,63.91,0,255.64,processing,2026-06-05T13:42:01.208332,2026-06-05T13:42:01.208332
795,308,61,3,53.61,15,136.71,completed,2026-05-16T23:30:01.208332,2026-05-16T23:30:01.208332
796,50,98,2,165.02,0,330.04,completed,2026-04-26T17:46:01.208332,2026-04-26T17:46:01.208332
797,425,82,3,131.43,10,354.86,completed,2026-05-29T14:57:01.208332,2026-05-29T14:57:01.208332
798,360,14,1,20.65,0,20.65,completed,2026-05-24T05:47:01.208332,2026-05-24T05:47:01.208332
799,421,92,4,16.89,0,67.56,processing,2026-04-10T21:22:01.208332,2026-04-10T21:22:01.208332
800,101,25,1,116.03,20,92.82,completed,2026-05-06T02:57:01.208332,2026-05-06T02:57:01.208332
801,235,25,3,116.03,0,348.09,shipped,2026-07-11T10:24:01.208332,2026-07-11T10:24:01.208332
802,24,82,5,131.43,0,657.15,shipped,2026-07-14T03:55:01.208332,2026-07-14T03:55:01.208332
803,235,85,5,179.75,10,808.88,shipped,2026-03-20T02:36:01.208332,2026-03-20T02:36:01.208332
804,3,68,1,191.02,10,171.92,shipped,2026-08-12T20:47:01.208332,2026-08-12T20:47:01.208332
805,430,75,4,16.16,10,58.18,completed,2026-07-15T18:57:01.208332,2026-07-15T18:57:01.208332
806,355,75,2,16.16,15,27.47,completed,2026-07-22T00:13:01.208332,2026-07-22T00:13:01.208332
807,54,50,5,24.94,10,112.23,completed,2026-08-03T06:55:01.208332,2026-08-03T06:55:01.208332
808,259,50,4,24.94,10,89.78,cancelled,2026-08-09T08:02:01.208332,2026-08-09T08:02:01.208332
809,391,32,3,109.47,5,311.99,completed,2026-08-18T00:22:01.208332,2026-08-18T00:22:01.208332
810,497,38,4,42.0,20,134.4,completed,2026-03-19T21:04:01.208332,2026-03-19T21:04:01.208332
811,212,78,5,152.1,0,760.5,cancelled,2026-07-27T01:48:01.208332,2026-07-27T01:48:01.208332
812,281,41,5,117.02,15,497.33,completed,2026-04-04T03:57:01.208332,2026-04-04T03:57:01.208332
813,108,80,3,203.33,15,518.49,cancelled,2026-04-27T10:58:01.208332,2026-04-27T10:58:01.208332
814,68,91,2,146.76,10,264.17,cancelled,2026-06-02T08:32:01.208332,2026-06-02T08:32:01.208332
815,327,42,1,118.02,20,94.42,processing,2026-04-28T17:19:01.208332,2026-04-28T17:19:01.208332
816,246,75,5,16.16,15,68.68,shipped,2026-07-02T20:56:01.208332,2026-07-02T20:56:01.208332
817,346,96,5,67.93,0,339.65,shipped,2026-08-02T08:07:01.208332,2026-08-02T08:07:01.208332
818,414,2,5,63.38,0,316.9,shipped,2026-02-28T04:46:01.208332,2026-02-28T04:46:01.208332
819,75,7,1,89.48,0,89.48,completed,2026-04-13T04:48:01.208332,2026-04-13T04:48:01.208332
820,147,88,3,114.54,0,343.62,completed,2026-07-26T09:40:01.208332,2026-07-26T09:40:01.208332
821,354,38,2,42.0,20,67.2,completed,2026-06-02T02:47:01.208332,2026-06-02T02:47:01.208332
822,184,58,1,245.37,10,220.83,cancelled,2026-07-31T14:52:01.208332,2026-07-31T14:52:01.208332
823,379,72,2,194.06,15,329.9,processing,2026-06-21T09:40:01.208332,2026-06-21T09:40:01.208332
824,200,31,5,156.71,20,626.84,cancelled,2026-07-18T15:47:01.208332,2026-07-18T15:47:01.208332
825,148,89,1,214.41,5,203.69,shipped,2026-05-05T03:37:01.208332,2026-05-05T03:37:01.208332
826,490,88,3,114.54,10,309.26,completed,2026-03-05T09:25:01.208332,2026-03-05T09:25:01.208332
827,381,33,2,128.65,10,231.57,shipped,2026-07-31T18:25:01.208332,2026-07-31T18:25:01.208332
828,425,29,3,63.91,20,153.38,processing,2026-06-10T17:03:01.208332,2026-06-10T17:03:01.208332
829,379,78,2,152.1,20,243.36,completed,2026-07-05T13:33:01.208332,2026-07-05T13:33:01.208332
830,151,58,2,245.37,15,417.13,completed,2026-03-09T03:43:01.208332,2026-03-09T03:43:01.208332
831,493,23,5,210.09,0,1050.45,completed,2026-05-03T06:22:01.208332,2026-05-03T06:22:01.208332
832,220,36,5,202.99,0,1014.95,completed,2026-03-19T06:38:01.208332,2026-03-19T06:38:01.208332
833,300,33,1,128.65,0,128.65,cancelled,2026-05-19T11:47:01.208332,2026-05-19T11:47:01.208332
834,480,20,1,40.55,0,40.55,completed,2026-08-11T15:36:01.208332,2026-08-11T15:36:01.208332
835,306,7,5,89.48,20,357.92,completed,2026-06-24T02:12:01.208332,2026-06-24T02:12:01.208332
836,252,74,5,241.53,0,1207.65,cancelled,2026-03-08T20:47:01.208332,2026-03-08T20:47:01.208332
837,163,68,2,191.02,0,382.04,completed,2026-05-29T08:55:01.208332,2026-05-29T08:55:01.208332
838,403,65,2,210.38,5,399.72,processing,2026-06-02T11:07:01.208332,2026-06-02T11:07:01.208332
839,207,12,3,155.49,0,466.47,completed,2026-08-03T09:59:01.208332,2026-08-03T09:59:01.208332
840,340,43,3,193.8,0,581.4,completed,2026-04-18T01:00:01.208332,2026-04-18T01:00:01.208332
841,487,97,5,143.24,10,644.58,processing,2026-05-21T01:02:01.208332,2026-05-21T01:02:01.208332
842,422,97,1,143.24,0,143.24,completed,2026-06-25T09:00:01.208332,2026-06-25T09:00:01.208332
843,229,31,5,156.71,10,705.2,completed,2026-04-08T23:39:01.208332,2026-04-08T23:39:01.208332
844,350,42,4,118.02,20,377.66,completed,2026-08-14T15:04:01.208332,2026-08-14T15:04:01.208332
845,198,33,5,128.65,15,546.76,completed,2026-04-16T02:03:01.208332,2026-04-16T02:03:01.208332
846,467,67,3,63.81,10,172.29,processing,2026-07-19T17:55:01.208332,2026-07-19T17:55:01.208332
847,229,63,1,91.0,0,91.0,cancelled,2026-08-06T03:01:01.208332,2026-08-06T03:01:01.208332
848,99,42,5,118.02,0,590.1,completed,2026-08-15T05:10:01.208332,2026-08-15T05:10:01.208332
849,86,99,5,200.3,10,901.35,cancelled,2026-02-24T22:23:01.208332,2026-02-24T22:23:01.208332
850,34,27,2,78.11,20,124.98,shipped,2026-06-28T08:56:01.208332,2026-06-28T08:56:01.208332
851,428,14,2,20.65,10,37.17,cancelled,2026-07-24T11:13:01.208332,2026-07-24T11:13:01.208332
852,450,95,4,12.44,15,42.3,completed,2026-07-22T06:49:01.208332,2026-07-22T06:49:01.208332
853,383,88,2,114.54,0,229.08,cancelled,2026-05-18T04:45:01.208332,2026-05-18T04:45:01.208332
854,170,5,1,88.78,0,88.78,completed,2026-03-05T11:28:01.208332,2026-03-05T11:28:01.208332
855,407,33,5,128.65,0,643.25,completed,2026-06-08T06:24:01.208332,2026-06-08T06:24:01.208332
856,467,34,4,167.45,5,636.31,cancelled,2026-05-16T17:21:01.208332,2026-05-16T17:21:01.208332
857,208,56,3,16.97,0,50.91,cancelled,2026-05-05T12:07:01.208332,2026-05-05T12:07:01.208332
858,61,69,1,211.41,15,179.7,processing,2026-07-04T17:20:01.208332,2026-07-04T17:20:01.208332
859,33,97,5,143.24,0,716.2,completed,2026-07-01T04:34:01.208332,2026-07-01T04:34:01.208332
860,184,65,1,210.38,0,210.38,cancelled,2026-07-16T20:20:01.208332,2026-07-16T20:20:01.208332
861,155,78,1,152.1,0,152.1,shipped,2026-07-12T21:54:01.208332,2026-07-12T21:54:01.208332
862,196,51,1,227.16,5,215.8,processing,2026-03-24T01:21:01.208332,2026-03-24T01:21:01.208332
863,113,18,4,131.71,20,421.47,processing,2026-07-18T18:37:01.208332,2026-07-18T18:37:01.208332
864,152,82,2,131.43,0,262.86,cancelled,2026-06-26T21:29:01.208332,2026-06-26T21:29:01.208332
865,332,48,1,179.54,10,161.59,processing,2026-08-01T20:16:01.208332,2026-08-01T20:16:01.208332
866,73,16,1,113.51,0,113.51,processing,2026-06-07T20:36:01.208332,2026-06-07T20:36:01.208332
867,202,69,5,211.41,0,1057.05,completed,2026-04-20T01:34:01.208332,2026-04-20T01:34:01.208332
868,384,95,3,12.44,0,37.32,cancelled,2026-05-09T17:16:01.208332,2026-05-09T17:16:01.208332
869,436,66,2,189.77,0,379.54,completed,2026-03-29T02:14:01.208332,2026-03-29T02:14:01.208332
870,316,33,2,128.65,0,257.3,cancelled,2026-03-28T14:43:01.208332,2026-03-28T14:43:01.208332
871,410,73,1,155.74,20,124.59,processing,2026-07-10T07:43:01.208332,2026-07-10T07:43:01.208332
872,237,83,5,213.9,0,1069.5,cancelled,2026-04-17T12:14:01.208332,2026-04-17T12:14:01.208332
873,35,33,1,128.65,0,128.65,processing,2026-07-05T16:30:01.208332,2026-07-05T16:30:01.208332
874,250,43,3,193.8,0,581.4,cancelled,2026-06-25T19:18:01.208332,2026-06-25T19:18:01.208332
875,121,13,3,225.88,10,609.88,completed,2026-03-08T07:21:01.208332,2026-03-08T07:21:01.208332
876,163,63,4,91.0,0,364.0,cancelled,2026-06-15T19:12:01.208332,2026-06-15T19:12:01.208332
877,157,89,5,214.41,0,1072.05,processing,2026-06-06T13:18:01.208332,2026-06-06T13:18:01.208332
878,187,41,4,117.02,0,468.08,completed,2026-02-24T11:28:01.208332,2026-02-24T11:28:01.208332
879,127,29,4,63.91,0,255.64,completed,2026-07-26T12:51:01.208332,2026-07-26T12:51:01.208332
880,69,87,3,203.97,5,581.31,shipped,2026-05-18T20:34:01.208332,2026-05-18T20:34:01.208332
881,184,100,3,63.18,5,180.06,completed,2026-06-04T00:39:01.208332,2026-06-04T00:39:01.208332
882,90,83,5,213.9,0,1069.5,completed,2026-07-26T20:12:01.208332,2026-07-26T20:12:01.208332
883,440,18,5,131.71,0,658.55,cancelled,2026-04-12T12:27:01.208332,2026-04-12T12:27:01.208332
884,454,81,1,137.86,15,117.18,completed,2026-03-09T07:47:01.208332,2026-03-09T07:47:01.208332
885,435,65,1,210.38,20,168.3,processing,2026-06-09T12:41:01.208332,2026-06-09T12:41:01.208332
886,208,99,5,200.3,0,1001.5,completed,2026-08-07T14:04:01.208332,2026-08-07T14:04:01.208332
887,283,34,5,167.45,10,753.52,cancelled,2026-05-20T13:01:01.208332,2026-05-20T13:01:01.208332
888,397,20,3,40.55,5,115.57,processing,2026-04-05T06:00:01.208332,2026-04-05T06:00:01.208332
889,376,38,2,42.0,5,79.8,processing,2026-05-25T19:48:01.208332,2026-05-25T19:48:01.208332
890,47,51,3,227.16,10,613.33,cancelled,2026-02-25T12:38:01.208332,2026-02-25T12:38:01.208332
891,123,79,2,177.33,20,283.73,completed,2026-05-28T04:39:01.208332,2026-05-28T04:39:01.208332
892,229,21,2,172.56,10,310.61,processing,2026-08-15T07:21:01.208332,2026-08-15T07:21:01.208332
893,338,19,4,106.58,0,426.32,completed,2026-03-02T22:57:01.208332,2026-03-02T22:57:01.208332
894,390,63,2,91.0,0,182.0,completed,2026-04-12T17:21:01.208332,2026-04-12T17:21:01.208332
895,120,6,2,94.28,10,169.7,completed,2026-08-07T20:16:01.208332,2026-08-07T20:16:01.208332
896,199,61,4,53.61,0,214.44,cancelled,2026-03-02T20:42:01.208332,2026-03-02T20:42:01.208332
897,166,14,5,20.65,15,87.76,completed,2026-07-24T15:09:01.208332,2026-07-24T15:09:01.208332
898,428,95,3,12.44,10,33.59,processing,2026-06-02T16:40:01.208332,2026-06-02T16:40:01.208332
899,90,49,4,107.82,0,431.28,cancelled,2026-06-10T13:58:01.208332,2026-06-10T13:58:01.208332
900,460,10,5,36.02,0,180.1,completed,2026-05-03T02:34:01.208332,2026-05-03T02:34:01.208332
901,265,52,3,101.29,20,243.1,completed,2026-07-31T13:29:01.208332,2026-07-31T13:29:01.208332
902,250,62,5,88.56,0,442.8,completed,2026-05-25T22:55:01.208332,2026-05-25T22:55:01.208332
903,226,22,2,146.59,0,293.18,cancelled,2026-05-28T06:25:01.208332,2026-05-28T06:25:01.208332
904,144,28,2,206.42,0,412.84,completed,2026-03-24T05:52:01.208332,2026-03-24T05:52:01.208332
905,309,92,1,16.89,15,14.36,shipped,2026-04-06T12:45:01.208332,2026-04-06T12:45:01.208332
906,416,43,1,193.8,5,184.11,shipped,2026-06-26T12:29:01.208332,2026-06-26T12:29:01.208332
907,246,27,5,78.11,0,390.55,shipped,2026-06-21T10:17:01.208332,2026-06-21T10:17:01.208332
908,12,32,1,109.47,0,109.47,processing,2026-06-07T23:58:01.208332,2026-06-07T23:58:01.208332
909,83,18,5,131.71,0,658.55,processing,2026-08-04T18:19:01.208332,2026-08-04T18:19:01.208332
910,76,8,2,220.49,0,440.98,completed,2026-08-10T12:35:01.208332,2026-08-10T12:35:01.208332
911,265,52,5,101.29,10,455.81,completed,2026-06-19T16:10:01.208332,2026-06-19T16:10:01.208332
912,450,93,3,127.01,0,381.03,shipped,2026-04-04T00:40:01.208332,2026-04-04T00:40:01.208332
913,311,61,4,53.61,0,214.44,shipped,2026-04-04T12:46:01.208332,2026-04-04T12:46:01.208332
914,308,19,5,106.58,20,426.32,completed,2026-07-13T07:34:01.208332,2026-07-13T07:34:01.208332
915,320,85,5,179.75,0,898.75,cancelled,2026-03-26T03:09:01.208332,2026-03-26T03:09:01.208332
916,352,44,4,75.9,10,273.24,completed,2026-06-11T02:43:01.208332,2026-06-11T02:43:01.208332
917,118,49,4,107.82,0,431.28,completed,2026-03-15T08:43:01.208332,2026-03-15T08:43:01.208332
918,104,67,5,63.81,15,271.19,completed,2026-05-11T00:28:01.208332,2026-05-11T00:28:01.208332
919,311,13,2,225.88,5,429.17,processing,2026-08-06T17:33:01.208332,2026-08-06T17:33:01.208332
920,308,5,5,88.78,10,399.51,completed,2026-07-10T13:34:01.208332,2026-07-10T13:34:01.208332
921,48,62,2,88.56,10,159.41,completed,2026-06-01T18:32:01.208332,2026-06-01T18:32:01.208332
922,460,100,4,63.18,10,227.45,completed,2026-05-11T04:21:01.208332,2026-05-11T04:21:01.208332
923,448,6,5,94.28,5,447.83,shipped,2026-04-06T09:00:01.208332,2026-04-06T09:00:01.208332
924,405,99,4,200.3,0,801.2,cancelled,2026-06-10T19:57:01.208332,2026-06-10T19:57:01.208332
925,465,98,5,165.02,0,825.1,completed,2026-05-12T01:21:01.208332,2026-05-12T01:21:01.208332
926,131,62,2,88.56,20,141.7,completed,2026-03-10T20:34:01.208332,2026-03-10T20:34:01.208332
927,307,70,4,40.29,0,161.16,completed,2026-03-30T00:12:01.208332,2026-03-30T00:12:01.208332
928,364,96,1,67.93,10,61.14,completed,2026-05-29T17:22:01.208332,2026-05-29T17:22:01.208332
929,267,1,4,101.81,15,346.15,cancelled,2026-04-01T23:51:01.208332,2026-04-01T23:51:01.208332
930,412,41,4,117.02,0,468.08,completed,2026-03-15T00:02:01.208332,2026-03-15T00:02:01.208332
931,219,84,5,114.05,0,570.25,processing,2026-04-12T04:00:01.208332,2026-04-12T04:00:01.208332
932,217,73,3,155.74,10,420.5,cancelled,2026-04-14T18:18:01.208332,2026-04-14T18:18:01.208332
933,204,97,2,143.24,5,272.16,processing,2026-06-04T02:32:01.208332,2026-06-04T02:32:01.208332
934,248,23,3,210.09,10,567.24,shipped,2026-06-04T14:48:01.208332,2026-06-04T14:48:01.208332
935,130,40,5,157.04,0,785.2,cancelled,2026-07-14T12:52:01.208332,2026-07-14T12:52:01.208332
936,204,95,2,12.44,20,19.9,cancelled,2026-07-30T20:29:01.208332,2026-07-30T20:29:01.208332
937,61,96,2,67.93,5,129.07,cancelled,2026-07-16T03:49:01.208332,2026-07-16T03:49:01.208332
938,487,21,1,172.56,0,172.56,shipped,2026-05-27T03:21:01.208332,2026-05-27T03:21:01.208332
939,403,44,5,75.9,10,341.55,cancelled,2026-06-30T11:51:01.208332,2026-06-30T11:51:01.208332
940,362,7,2,89.48,5,170.01,cancelled,2026-08-18T04:38:01.208332,2026-08-18T04:38:01.208332
941,3,12,2,155.49,5,295.43,processing,2026-08-11T03:31:01.208332,2026-08-11T03:31:01.208332
942,223,12,1,155.49,0,155.49,completed,2026-04-04T23:17:01.208332,2026-04-04T23:17:01.208332
943,41,78,1,152.1,15,129.28,shipped,2026-05-04T13:30:01.208332,2026-05-04T13:30:01.208332
944,315,84,5,114.05,0,570.25,processing,2026-07-03T03:25:01.208332,2026-07-03T03:25:01.208332
945,30,100,2,63.18,15,107.41,shipped,2026-05-24T14:17:01.208332,2026-05-24T14:17:01.208332
946,6,26,5,123.56,0,617.8,completed,2026-03-31T01:13:01.208332,2026-03-31T01:13:01.208332
947,402,77,5,235.95,10,1061.78,completed,2026-06-30T17:56:01.208332,2026-06-30T17:56:01.208332
948,315,22,1,146.59,0,146.59,cancelled,2026-04-08T03:41:01.208332,2026-04-08T03:41:01.208332
949,1,21,1,172.56,0,172.56,shipped,2026-07-15T12:48:01.208332,2026-07-15T12:48:01.208332
950,181,86,4,186.11,5,707.22,completed,2026-06-10T06:59:01.208332,2026-06-10T06:59:01.208332
951,266,2,1,63.38,0,63.38,completed,2026-06-03T15:34:01.208332,2026-06-03T15:34:01.208332
952,372,72,5,194.06,0,970.3,completed,2026-04-27T20:30:01.208332,2026-04-27T20:30:01.208332
953,116,78,2,152.1,5,288.99,shipped,2026-08-11T20:20:01.208332,2026-08-11T20:20:01.208332
954,295,1,3,101.81,0,305.43,processing,2026-05-08T17:09:01.208332,2026-05-08T17:09:01.208332
955,55,72,1,194.06,10,174.65,completed,2026-04-18T03:58:01.208332,2026-04-18T03:58:01.208332
956,485,15,5,134.78,0,673.9,processing,2026-08-02T02:09:01.208332,2026-08-02T02:09:01.208332
957,417,74,3,241.53,15,615.9,shipped,2026-05-15T04:51:01.208332,2026-05-15T04:51:01.208332
958,289,62,2,88.56,20,141.7,shipped,2026-04-26T10:22:01.208332,2026-04-26T10:22:01.208332
959,349,59,5,152.05,20,608.2,shipped,2026-02-28T13:51:01.208332,2026-02-28T13:51:01.208332
960,60,34,1,167.45,5,159.08,completed,2026-06-18T22:52:01.208332,2026-06-18T22:52:01.208332
961,347,90,2,221.59,20,354.54,shipped,2026-04-22T01:48:01.208332,2026-04-22T01:48:01.208332
962,490,46,5,224.33,10,1009.49,cancelled,2026-02-25T08:50:01.208332,2026-02-25T08:50:01.208332
963,427,34,2,167.45,0,334.9,shipped,2026-03-12T12:43:01.208332,2026-03-12T12:43:01.208332
964,345,96,3,67.93,0,203.79,completed,2026-06-04T13:14:01.208332,2026-06-04T13:14:01.208332
965,244,41,3,117.02,0,351.06,processing,2026-08-05T09:41:01.208332,2026-08-05T09:41:01.208332
966,138,24,2,60.44,5,114.84,completed,2026-07-07T18:51:01.208332,2026-07-07T18:51:01.208332
967,121,95,2,12.44,20,19.9,completed,2026-04-12T21:56:01.208332,2026-04-12T21:56:01.208332
968,118,26,2,123.56,20,197.7,completed,2026-06-16T05:03:01.208332,2026-06-16T05:03:01.208332
969,80,100,1,63.18,0,63.18,completed,2026-08-10T02:43:01.208332,2026-08-10T02:43:01.208332
970,347,85,4,179.75,10,647.1,processing,2026-02-24T19:18:01.208332,2026-02-24T19:18:01.208332
971,491,6,4,94.28,0,377.12,completed,2026-06-16T14:06:01.208332,2026-06-16T14:06:01.208332
972,253,74,3,241.53,5,688.36,processing,2026-03-28T21:20:01.208332,2026-03-28T21:20:01.208332
973,144,51,2,227.16,20,363.46,completed,2026-06-08T13:51:01.208332,2026-06-08T13:51:01.208332
974,28,68,4,191.02,5,725.88,processing,2026-08-13T15:46:01.208332,2026-08-13T15:46:01.208332
975,17,65,3,210.38,5,599.58,cancelled,2026-07-30T05:30:01.208332,2026-07-30T05:30:01.208332
976,398,23,4,210.09,0,840.36,processing,2026-06-30T17:02:01.208332,2026-06-30T17:02:01.208332
977,236,41,1,117.02,0,117.02,completed,2026-06-26T07:34:01.208332,2026-06-26T07:34:01.208332
978,195,75,1,16.16,0,16.16,processing,2026-04-30T10:13:01.208332,2026-04-30T10:13:01.208332
979,442,34,2,167.45,10,301.41,completed,2026-04-12T10:46:01.208332,2026-04-12T10:46:01.208332
980,138,61,5,53.61,0,268.05,completed,2026-05-01T05:06:01.208332,2026-05-01T05:06:01.208332
981,256,55,2,62.66,5,119.05,completed,2026-07-01T03:49:01.208332,2026-07-01T03:49:01.208332
982,187,52,3,101.29,5,288.68,processing,2026-03-28T08:18:01.208332,2026-03-28T08:18:01.208332
983,68,74,2,241.53,20,386.45,cancelled,2026-03-13T18:42:01.208332,2026-03-13T18:42:01.208332
984,139,31,5,156.71,5,744.37,shipped,2026-07-29T11:38:01.208332,2026-07-29T11:38:01.208332
985,101,19,2,106.58,5,202.5,completed,2026-07-20T06:23:01.208332,2026-07-20T06:23:01.208332
986,91,54,4,139.17,0,556.68,cancelled,2026-08-05T05:07:01.208332,2026-08-05T05:07:01.208332
987,265,69,3,211.41,20,507.38,completed,2026-05-23T04:26:01.208332,2026-05-23T04:26:01.208332
988,129,72,5,194.06,0,970.3,completed,2026-05-07T03:00:01.208332,2026-05-07T03:00:01.208332
989,354,21,1,172.56,0,172.56,completed,2026-07-21T17:59:01.208332,2026-07-21T17:59:01.208332
990,244,81,1,137.86,5,130.97,completed,2026-07-09T03:32:01.208332,2026-07-09T03:32:01.208332
991,134,47,3,46.2,10,124.74,completed,2026-06-05T02:05:01.208332,2026-06-05T02:05:01.208332
992,177,3,4,83.25,0,333.0,cancelled,2026-04-28T12:18:01.208332,2026-04-28T12:18:01.208332
993,494,78,2,152.1,10,273.78,cancelled,2026-06-08T10:29:01.208332,2026-06-08T10:29:01.208332
994,333,69,2,211.41,20,338.26,completed,2026-04-16T09:50:01.208332,2026-04-16T09:50:01.208332
995,167,87,5,203.97,5,968.86,cancelled,2026-07-14T15:16:01.208332,2026-07-14T15:16:01.208332
996,229,11,4,184.85,10,665.46,shipped,2026-04-16T18:12:01.208332,2026-04-16T18:12:01.208332
997,324,19,2,106.58,15,181.19,completed,2026-07-20T15:20:01.208332,2026-07-20T15:20:01.208332
998,216,81,5,137.86,10,620.37,completed,2026-05-08T06:50:01.208332,2026-05-08T06:50:01.208332
999,41,21,3,172.56,0,517.68,completed,2026-04-21T15:59:01.208332,2026-04-21T15:59:01.208332
1000,335,38,3,42.0,10,113.4,shipped,2026-06-20T22:51:01.208332,2026-06-20T22:51:01.208332
1001,139,57,3,183.8,15,468.69,processing,2026-06-10T10:39:01.208332,2026-06-10T10:39:01.208332
1002,495,58,4,245.37,0,981.48,completed,2026-03-29T01:46:01.208332,2026-03-29T01:46:01.208332
1003,65,94,2,91.68,15,155.86,cancelled,2026-04-10T09:49:01.208332,2026-04-10T09:49:01.208332
1004,359,96,1,67.93,0,67.93,shipped,2026-03-25T23:36:01.208332,2026-03-25T23:36:01.208332
1005,53,13,1,225.88,5,214.59,completed,2026-06-03T10:30:01.208332,2026-06-03T10:30:01.208332
1006,14,99,4,200.3,10,721.08,completed,2026-07-12T20:41:01.208332,2026-07-12T20:41:01.208332
1007,54,34,5,167.45,0,837.25,cancelled,2026-03-10T22:43:01.208332,2026-03-10T22:43:01.208332
1008,477,50,3,24.94,0,74.82,cancelled,2026-04-09T15:15:01.208332,2026-04-09T15:15:01.208332
1009,146,57,2,183.8,0,367.6,completed,2026-05-30T11:44:01.208332,2026-05-30T11:44:01.208332
1010,15,5,3,88.78,20,213.07,completed,2026-08-09T05:15:01.208332,2026-08-09T05:15:01.208332
1011,443,61,4,53.61,20,171.55,completed,2026-06-02T00:12:01.208332,2026-06-02T00:12:01.208332
1012,281,57,2,183.8,15,312.46,completed,2026-06-01T18:33:01.208332,2026-06-01T18:33:01.208332
1013,303,77,4,235.95,15,802.23,cancelled,2026-07-09T22:24:01.208332,2026-07-09T22:24:01.208332
1014,450,73,4,155.74,10,560.66,cancelled,2026-06-20T01:38:01.208332,2026-06-20T01:38:01.208332
1015,274,40,3,157.04,5,447.56,completed,2026-06-01T20:12:01.208332,2026-06-01T20:12:01.208332
1016,413,12,4,155.49,0,621.96,shipped,2026-05-01T04:29:01.208332,2026-05-01T04:29:01.208332
1017,134,20,3,40.55,0,121.65,processing,2026-02-23T14:46:01.208332,2026-02-23T14:46:01.208332
1018,418,98,2,165.02,0,330.04,shipped,2026-04-16T19:15:01.208332,2026-04-16T19:15:01.208332
1019,274,2,4,63.38,20,202.82,completed,2026-05-21T10:42:01.208332,2026-05-21T10:42:01.208332
1020,5,99,4,200.3,20,640.96,processing,2026-04-17T22:09:01.208332,2026-04-17T22:09:01.208332
1021,119,1,5,101.81,0,509.05,shipped,2026-03-29T22:14:01.208332,2026-03-29T22:14:01.208332
